"","order_entered","site","date","tide","investigator","recorded_fish_id","id","phylum","subphylum","class","subclass","superorder","order","suborder","infraorder","superfamily","family","genus","species","group","common_name","diversity","taxa","zone_trophic","zone","count","empty","notes","entered","checked","site_code","fish_id","month","season","sex","tl_mm","sl_mm","lifestage"
"194",234,"Refugio",2020-07-10,NA,"Madden",116,"Amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","NA","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No","marine species","JM 1/28/2021","JM 2/16/2021",2,"2_2020-07-10_116",7,"Summer","Male",162,131,"Adult"
"195",232,"Refugio",2020-07-10,NA,"Madden",127,"Amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","NA","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No","partial","JM 1/28/2021","JM 2/16/2021",2,"2_2020-07-10_127",7,"Summer","Male",188,148,"Adult"
"196",4,"R Beach",2020-07-14,"Neap","Madden",130,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",2,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_130",7,"Summer","Juvenile",89,70,"Juvenile"
"197",6,"R Beach",2020-07-14,"Neap","Madden",131,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_131",7,"Summer","Juvenile",70,55,"Juvenile"
"198",8,"R Beach",2020-07-14,"Neap","Madden",132,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",5,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_132",7,"Summer","Female",102,79,"Juvenile"
"199",20,"R Beach",2020-07-14,"Neap","Madden",141,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No","marine species","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_141",7,"Summer","Male",108,83,"Juvenile"
"200",22,"R Beach",2020-07-14,"Neap","Madden",142,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_142",7,"Summer","Juvenile",92,72,"Juvenile"
"201",24,"R Beach",2020-07-14,"Neap","Madden",143,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",2,"No","partials","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_143",7,"Summer","Female",95,73,"Juvenile"
"202",26,"R Beach",2020-07-14,"Neap","Madden",144,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No","partial","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_144",7,"Summer","Female",91,72,"Juvenile"
"203",31,"R Beach",2020-07-14,"Neap","Madden",148,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",5,"No","marine species","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_148",7,"Summer","Juvenile",75,58,"Juvenile"
"204",36,"R Beach",2020-07-14,"Neap","Madden",150,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",4,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_150",7,"Summer","Juvenile",75,59,"Juvenile"
"205",41,"R Beach",2020-07-14,"Spring","Beresford",151,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",5,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_151",7,"Summer","Juvenile",69,53,"Juvenile"
"206",50,"R Beach",2020-07-20,"Spring","Madden",154,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",2,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_154",7,"Summer","Female",88,68,"Juvenile"
"207",51,"R Beach",2020-07-20,"Spring","Madden",155,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",9,"No","marine species","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_155",7,"Summer","Juvenile",84,65,"Juvenile"
"208",61,"R Beach",2020-07-20,"Spring","Madden",158,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No","1 head","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_158",7,"Summer","Male",92,72,"Juvenile"
"209",79,"R Beach",2020-07-20,"Spring","Beresford",162,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",5,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_162",7,"Summer","Female",164,127,"Juvenile"
"210",129,"R Beach",2020-07-20,"Spring","Beresford",179,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",7,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_179",7,"Summer","Female",98,75,"Juvenile"
"211",183,"Percos",2020-07-26,NA,"Madden",182,"Amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","NA","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No","marine species","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_182",7,"Summer","Male",177,138,"Adult"
"212",200,"Percos",2020-07-26,NA,"Madden",208,"Amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","NA","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No","marine species","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_208",7,"Summer","Male",218,173,"Adult"
"213",227,"R Beach",2020-10-09,NA,"Madden",225,"Amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","NA","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No","marine species; 2 gnathopods, in pieces","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_225",10,"Fall","Male",165,131,"Adult"
"214",293,"Refugio",2019-06-26,NA,"Beresford",19,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No",NA,"LB","JM 2/16/2021",2,"2_2019-06-26_19",6,"Summer",NA,79,62,"Juvenile"
"215",297,"Refugio",2019-06-26,NA,"Beresford",20,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",2,"No",NA,"LB","JM 2/16/2021",2,"2_2019-06-26_20",6,"Summer",NA,70,56,"Juvenile"
"216",335,"Percos",2019-07-23,NA,"Beresford",40,"Idotea spp.","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","NA","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",1,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_40",7,"Summer","Male",233,184,"Adult"
"217",67,"R Beach",2020-07-20,"Spring","Madden",159,"Idotea spp.","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","NA","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",1,"No","probably Idotea rufescens","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_159",7,"Summer","Male",176,137,"Adult"
"218",65,"R Beach",2020-07-20,"Spring","Madden",159,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_159",7,"Summer","Male",176,137,"Adult"
"219",90,"R Beach",2020-07-20,"Spring","Madden",164,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_164",7,"Summer","Male",162,126,"Juvenile"
"220",208,"R Beach",2020-10-09,NA,"Madden",208,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_208",10,"Fall","Male",270,214,"Adult"
"221",206,"R Beach",2020-10-09,NA,"Madden",209,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_209",10,"Fall","Male",276,219,"Adult"
"222",217,"R Beach",2020-10-09,NA,"Madden",210,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_210",10,"Fall","Male",232,182,"Adult"
"223",228,"R Beach",2020-10-09,NA,"Madden",225,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",2,"No",NA,"JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_225",10,"Fall","Male",165,131,"Adult"
"224",142,"Percos",2020-10-16,NA,"Madden",300,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",4,"No",NA,"JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_300",10,"Fall","Male",262,207,"Adult"
"225",169,"Percos",2020-10-16,NA,"Madden",309,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",4,"No","3 heads, 4 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_309",10,"Fall","Male",195,154,"Adult"
"226",160,"Percos",2020-10-16,NA,"Madden",310,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_310",10,"Fall","Female",205,167,"Adult"
"227",163,"Percos",2020-10-16,NA,"Madden",313,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",12,"No","8 heads, 12 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_313",10,"Fall","Female",200,155,"Adult"
"228",133,"Percos",2020-10-16,NA,"Madden",315,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",3,"No","2 heads, 3 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_315",10,"Fall","Male",266,212,"Adult"
"229",146,"Percos",2020-10-16,NA,"Madden",316,"Idotea resecata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","resecata","Isopod","Isopod","Idotea resecata","Idotea","Marine kelp associated","Marine",2,"No",NA,"JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_316",10,"Fall","Male",255,204,"Adult"
"230",66,"R Beach",2020-07-20,"Spring","Madden",159,"Idotea rufescens","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","rufescens","Isopod","Isopod","Idotea rufescens","Idotea","Marine kelp associated","Marine",2,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_159",7,"Summer","Male",176,137,"Adult"
"231",168,"Percos",2020-10-16,NA,"Madden",309,"Idotea rufescens","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Valvifera","NA","NA","Idoteidae","Idotea","rufescens","Isopod","Isopod","Idotea rufescens","Idotea","Marine kelp associated","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_309",10,"Fall","Male",195,154,"Adult"
"232",149,"Percos",2020-10-16,NA,"Madden",316,"Lottia pelta","Mollusca","NA","Gastropoda","Patellogastropoda","NA","NA","NA","NA","Lottioidea","Lottidae","Lottia","pelta","Gastropod","Shield limpet","Limpet","Limpet","Marine kelp associated","Marine",1,"No","keyed out; includes shell and food; common name shield limpet","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_316",10,"Fall","Male",255,204,"Adult"
"233",222,"R Beach",2020-10-09,NA,"Madden",219,"Limpet","Mollusca","NA","Gastropoda","Patellogastropoda","NA","NA","NA","NA","NA","NA","NA","NA","Gastropod","Limpet","Limpet","Limpet","Marine kelp associated","Marine",1,"No","juvenile recruit, brown spots","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_219",10,"Fall","Female",197,160,"Adult"
"234",139,"Percos",2020-10-16,NA,"Madden",300,"Purple urchin","Echinodermata","Echinozoa","Echinoidea","Euechinoidea","Echinacea","Echinoida","NA","NA","NA","Stronylocentrotidae","Strongylocentrotus","purpuratus","Echinodermata","Purple urchin","Strongylocentrotus","Purple urchin","Marine kelp associated","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_300",10,"Fall","Male",262,207,"Adult"
"235",159,"Percos",2020-10-16,NA,"Madden",310,"Purple urchin","Echinodermata","Echinozoa","Echinoidea","Euechinoidea","Echinacea","Echinoida","NA","NA","NA","Stronylocentrotidae","Strongylocentrotus","purpuratus","Echinodermata","Purple urchin","Strongylocentrotus","Purple urchin","Marine kelp associated","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_310",10,"Fall","Female",205,167,"Adult"
"236",151,"Percos",2020-10-16,NA,"Madden",312,"Purple urchin","Echinodermata","Echinozoa","Echinoidea","Euechinoidea","Echinacea","Echinoida","NA","NA","NA","Stronylocentrotidae","Strongylocentrotus","purpuratus","Echinodermata","Purple urchin","Strongylocentrotus","Purple urchin","Marine kelp associated","Marine",1,"No","test and spines","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_312",10,"Fall","Male",245,193,"Adult"
"237",165,"Percos",2020-10-16,NA,"Madden",313,"Purple urchin","Echinodermata","Echinozoa","Echinoidea","Euechinoidea","Echinacea","Echinoida","NA","NA","NA","Stronylocentrotidae","Strongylocentrotus","purpuratus","Echinodermata","Purple urchin","Strongylocentrotus","Purple urchin","Marine kelp associated","Marine",1,"No","shell","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_313",10,"Fall","Female",200,155,"Adult"
"238",166,"Percos",2020-10-16,NA,"Madden",314,"Purple urchin","Echinodermata","Echinozoa","Echinoidea","Euechinoidea","Echinacea","Echinoida","NA","NA","NA","Stronylocentrotidae","Strongylocentrotus","purpuratus","Echinodermata","Purple urchin","Strongylocentrotus","Purple urchin","Marine kelp associated","Marine",1,"No","small amount; gut essentially empty","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_314",10,"Fall","Male",198,155,"Adult"
"239",179,"Percos",2020-10-16,NA,"Madden",318,"Purple urchin","Echinodermata","Echinozoa","Echinoidea","Euechinoidea","Echinacea","Echinoida","NA","NA","NA","Stronylocentrotidae","Strongylocentrotus","purpuratus","Echinodermata","Purple urchin","Strongylocentrotus","Purple urchin","Marine kelp associated","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_318",10,"Fall","Female",186,145,"Adult"
"240",145,"Percos",2020-10-16,NA,"Madden",300,"Barnacle","Arthropoda","Crustacea","Maxillopoda","Thecostraca","Thoracica","Sessilia","Balanomorpha","NA","NA","NA","NA","NA","Barnacle","Barnacle","Barnacle","Barnacle","Marine suspension feeder","Marine",2,"No","balanomorpha; reddish cirri","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_300",10,"Fall","Male",262,207,"Adult"
"241",136,"Percos",2020-10-16,NA,"Madden",315,"Barnacle","Arthropoda","Crustacea","Maxillopoda","Thecostraca","Thoracica","Sessilia","Balanomorpha","NA","NA","NA","NA","NA","Barnacle","Barnacle","Barnacle","Barnacle","Marine suspension feeder","Marine",2,"No","balanomorpha; reddish cirri; didn't keep shell","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_315",10,"Fall","Male",266,212,"Adult"
"242",204,"R Beach",2020-10-09,NA,"Madden",217,"Membranipora serrilamella","Bryozoa","NA","Gymnolaemata","NA","NA","Cheilostomatida","Membraniporina","NA","Membraniporoidea","Membraniporidae","Membranipora","serrilamella","Bryozoan","Bryozoan","Membranipora","Bryozoan","Marine suspension feeder","Marine",1,"No","encrusting on kelp","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_217",10,"Fall","Female",285,227,"Adult"
"243",172,"Percos",2020-10-16,NA,"Madden",309,"Bryozoan A","Bryozoa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Bryozoan","Bryozoan","Bryozoan","Bryozoan","Marine suspension feeder","Marine",1,"No","3 pieces","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_309",10,"Fall","Male",195,154,"Adult"
"244",152,"Percos",2020-10-16,NA,"Madden",312,"Bryozoan A","Bryozoa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Bryozoan","Bryozoan","Bryozoan","Bryozoan","Marine suspension feeder","Marine",1,"No","2 pieces","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_312",10,"Fall","Male",245,193,"Adult"
"245",148,"Percos",2020-10-16,NA,"Madden",316,"Bryozoan A","Bryozoa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Bryozoan","Bryozoan","Bryozoan","Bryozoan","Marine suspension feeder","Marine",1,"No","possibly an anascid bryozoan, saved for KM","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_316",10,"Fall","Male",255,204,"Adult"
"246",175,"Percos",2020-10-16,NA,"Madden",318,"Bryozoan A","Bryozoa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Bryozoan","Bryozoan","Bryozoan","Bryozoan","Marine suspension feeder","Marine",1,"No","1 piece","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_318",10,"Fall","Female",186,145,"Adult"
"247",199,"Percos",2020-07-26,NA,"Madden",208,"Fish larva","Chordata","Actinopterygii","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Teleost","Fish","Larval fish","Larval fish","Marine suspension feeder","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_208",7,"Summer","Male",218,173,"Adult"
"248",288,"Refugio",2019-06-26,NA,"Beresford",17,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",26,"No",NA,"LB","JM 2/16/2021",2,"2_2019-06-26_17",6,"Summer",NA,68,51,"Juvenile"
"249",290,"Refugio",2019-06-26,NA,"Beresford",18,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",4,"No",NA,"LB","JM 2/16/2021",2,"2_2019-06-26_18",6,"Summer",NA,69,54,"Juvenile"
"250",176,"Percos",2020-10-16,NA,"Madden",318,"Archaeomysis maculata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","Mysidae","Archaeomysis","maculata","Mysid","Mysid","Archaeomysis","Mysid","Marine suspension feeder","Marine",2,"No",NA,"JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_318",10,"Fall","Female",186,145,"Adult"
"251",235,"Refugio",2020-07-10,NA,"Madden",116,"Holmesimysis costata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","Mysidae","Holmesimysis","costata","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",2,"2_2020-07-10_116",7,"Summer","Male",162,131,"Adult"
"252",105,"R Beach",2020-07-20,"Spring","Madden",169,"Holmesimysis costata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","Mysidae","Holmesimysis","costata","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",1,"No","no notch, possible Holmemysis costata","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_169",7,"Summer","Female",176,136,"Adult"
"253",177,"Percos",2020-10-16,NA,"Madden",318,"Holmesimysis costata","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","Mysidae","Holmesimysis","costata","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",1,"No",NA,"JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_318",10,"Fall","Female",186,145,"Adult"
"254",354,"Percos",2019-07-23,NA,"Beresford",49,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",2,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_49",7,"Summer","Juvenile",86,67,"Juvenile"
"255",405,"Refugio",2019-09-05,NA,"Beresford",55,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",4,"No",NA,"LB","JM 2/16/2021",2,"2_2019-09-05_55",9,"Fall","Juvenile",103,80,"Juvenile"
"256",408,"Refugio",2019-09-05,NA,"Beresford",56,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",4,"No",NA,"LB","JM 2/16/2021",2,"2_2019-09-05_56",9,"Fall","Juvenile",96,75,"Juvenile"
"257",7,"R Beach",2020-07-14,"Neap","Madden",131,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",24,"No","no notch, short telson","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_131",7,"Summer","Juvenile",70,55,"Juvenile"
"258",32,"R Beach",2020-07-14,"Neap","Madden",148,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",24,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_148",7,"Summer","Juvenile",75,58,"Juvenile"
"259",37,"R Beach",2020-07-14,"Neap","Madden",150,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",3,"No","no notch, short telson","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_150",7,"Summer","Juvenile",75,59,"Juvenile"
"260",42,"R Beach",2020-07-14,"Spring","Beresford",151,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",2,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_151",7,"Summer","Juvenile",69,53,"Juvenile"
